Column1,TIME;,WEAR;,FF;,TEMP
,69.0510;,-421.05;,6.30;,1332.85
,70.0320;,-419.65;,5.07;,1332.46
,71.0120;,-419.87;,5.09;,1332.68
,71.9920;,-419.40;,4.98;,1332.79
,72.9740;,-418.58;,4.97;,1332.68
,73.9530;,-425.97;,5.03;,1332.4
,74.9350;,-426.23;,5.26;,1332.22
,75.9130;,-429.38;,5.11;,1332.3
,76.8950;,-432.92;,5.25;,1332.41
,77.8750;,-427.17;,5.21;,1332.53
,78.8560;,-427.40;,5.24;,1332.53
,80.2700;,-426.18;,5.22;,1332.62
,81.2500;,-430.60;,5.40;,1332.7
,82.2300;,-426.63;,5.21;,1332.75
,83.2100;,-425.94;,5.31;,1332.49
,84.1930;,-428.13;,5.33;,1332.57
,85.1710;,-418.96;,5.13;,1332.77
,86.1520;,-420.36;,5.22;,1332.69
,87.1310;,-421.72;,5.24;,1332.71
,88.1140;,-417.37;,5.31;,1332.78
,89.0920;,-422.06;,5.29;,1332.4
,90.0750;,-423.73;,5.44;,1332.48
,91.4890;,-422.71;,5.52;,1332.73
,92.4680;,-418.84;,5.26;,1332.68
,93.4490;,-420.15;,5.25;,1332.53
,94.4310;,-422.55;,5.24;,1332.51
,95.4110;,-417.65;,5.26;,1332.6
,96.3900;,-422.94;,5.21;,1332.73
,97.3710;,-424.85;,5.35;,1332.77
,98.6770;,-420.55;,5.32;,1332.97
,99.6580;,-423.01;,5.41;,1333.21
,100.6380;,-421.61;,5.35;,1333.1
,101.6180;,-422.88;,5.35;,1333.37
,102.5980;,-418.43;,5.35;,1333.31
,103.5780;,-417.54;,5.26;,1333.35
,104.5590;,-418.48;,5.26;,1333.33
,105.5380;,-415.94;,5.29;,1333.51
,106.6300;,-423.82;,5.35;,1333.34
,107.6090;,-418.17;,5.29;,1333.11
,108.5900;,-416.27;,5.48;,1332.99
,109.5710;,-419.64;,5.44;,1332.84
,110.5510;,-420.21;,5.32;,1332.88
,111.5320;,-420.46;,5.38;,1332.74
,112.5100;,-423.34;,5.24;,1332.6
,113.8170;,-418.13;,5.66;,1332.5
,114.7970;,-421.04;,6.84;,1332.47
,115.7770;,-417.90;,7.69;,1332.77
,116.7570;,-416.94;,7.86;,1332.47
,117.7400;,-417.21;,7.67;,1332.71
,118.7180;,-414.90;,7.30;,1332.95
,119.6980;,-412.55;,7.01;,1332.51
,120.6800;,-412.79;,6.92;,1332.37
,121.6610;,-411.80;,5.03;,1332.17
,122.6390;,-412.81;,4.92;,1331.97
,123.6190;,-417.10;,5.04;,1331.92
,125.1460;,-422.86;,5.18;,1332.21
,126.1240;,-415.86;,5.03;,1332.27
,127.1050;,-415.98;,4.93;,1332.25
,128.4110;,-418.52;,5.13;,1332.51
,129.3920;,-417.71;,5.12;,1332.41
,130.3710;,-417.13;,5.17;,1332.8
,131.3520;,-413.28;,5.10;,1332.91
,132.4420;,-418.30;,5.28;,1333.03
,133.4210;,-415.54;,5.20;,1333.14
,134.4020;,-416.08;,5.20;,1333.3
,135.3840;,-419.64;,5.05;,1333.03
,136.3650;,-417.36;,5.15;,1333.31
,137.3420;,-420.85;,5.20;,1333.2
,138.3250;,-424.79;,5.36;,1333.02
,139.3050;,-420.23;,5.35;,1333.16
,140.2860;,-422.27;,5.36;,1333.41
,141.2640;,-420.82;,5.31;,1332.63
,142.2440;,-415.65;,5.31;,1332.83
,143.6600;,-419.33;,5.48;,1332.85
,144.6400;,-420.24;,5.19;,1332.94
,145.6200;,-420.69;,5.25;,1332.78
,147.1460;,-414.44;,5.27;,1332.74
,148.1250;,-418.43;,5.42;,1332.59
,149.1060;,-421.12;,5.22;,1332.71
,150.0860;,-422.69;,5.39;,1332.99
,151.2850;,-420.64;,5.40;,1332.85
,152.2660;,-422.95;,5.36;,1332.57
,153.2460;,-418.92;,5.44;,1332.73
,154.5520;,-414.23;,5.28;,1332.93
,155.5330;,-418.50;,5.36;,1333.17
,156.5120;,-420.31;,5.34;,1333.35
,157.4930;,-418.24;,5.36;,1333.55
,158.5820;,-419.65;,5.36;,1333.54
,159.5620;,-417.39;,5.33;,1333.29
,160.5440;,-412.29;,5.31;,1333.07
,162.3960;,-411.39;,5.28;,1332.9
,163.3740;,-415.53;,5.35;,1332.39
,164.3550;,-417.43;,5.36;,1332.15
,165.5530;,-418.59;,5.30;,1331.95
,166.5350;,-418.22;,5.36;,1332.3
,167.5150;,-422.71;,5.34;,1332.38
,168.4940;,-420.64;,5.32;,1332.53
,169.4740;,-418.78;,5.35;,1332.5
,170.4540;,-422.21;,5.26;,1332.15
,171.4340;,-418.59;,5.45;,1332.2
,172.4140;,-416.78;,5.24;,1332.15
,173.6150;,-418.26;,5.36;,1332.24
,174.5930;,-417.17;,5.20;,1332.58
,175.5760;,-417.95;,5.35;,1332.5
,176.7720;,-419.04;,5.31;,1332.09
,177.7510;,-417.15;,5.36;,1331.9
,178.7340;,-414.49;,5.29;,1332.1
,179.7120;,-412.66;,5.29;,1332.22
,180.8010;,-418.00;,5.38;,1332.19
,181.7820;,-414.87;,5.30;,1332.68
,182.7620;,-416.66;,5.37;,1332.73
,183.7430;,-418.88;,5.39;,1332.73
,184.7230;,-413.60;,5.31;,1332.7
,185.7030;,-421.01;,5.35;,1332.76
,186.6830;,-423.12;,5.24;,1332.59
,187.7730;,-419.57;,5.42;,1332.88
,188.7540;,-425.14;,5.37;,1332.94
,189.7330;,-419.55;,5.50;,1332.93
,190.7150;,-417.11;,5.22;,1332.64
,192.2380;,-418.14;,5.29;,1332.46
,193.2180;,-422.98;,5.30;,1332.29
,194.2010;,-419.30;,5.49;,1332.26
,195.2890;,-419.28;,5.28;,1332.15
,196.2700;,-421.92;,5.34;,1332.1
,197.2500;,-417.34;,5.45;,1332.1
,198.2290;,-417.55;,5.26;,1332.15
