Column1,TIME;,WEAR;,FF;,TEMP
,83.6480;,-311.42;,8.47;,1333.2
,84.6280;,-305.55;,8.32;,1332.87
,85.6080;,-308.33;,8.10;,1332.94
,86.5900;,-309.78;,8.13;,1333.34
,87.5700;,-306.36;,8.07;,1333
,88.5490;,-310.08;,8.06;,1333.13
,89.5290;,-310.02;,8.07;,1332.87
,91.0540;,-307.20;,8.19;,1332.71
,92.0340;,-302.69;,8.20;,1332.47
,93.0140;,-305.72;,8.13;,1332.14
,93.9960;,-307.96;,8.21;,1332.02
,94.9770;,-305.39;,8.17;,1332.24
,95.9550;,-309.49;,8.18;,1332.28
,96.9350;,-308.64;,8.21;,1332.45
,98.4620;,-304.69;,8.19;,1332.35
,99.4400;,-303.07;,8.12;,1332.19
,100.4220;,-305.51;,8.12;,1332.25
,101.4020;,-306.31;,8.24;,1332.17
,102.3810;,-304.09;,8.21;,1332.26
,103.3600;,-309.01;,8.17;,1332.08
,104.3430;,-306.18;,8.20;,1332.05
,105.5390;,-304.52;,8.07;,1332.24
,106.5200;,-305.73;,8.15;,1332.23
,107.5000;,-305.08;,8.23;,1332.21
,108.4800;,-306.17;,8.34;,1332.34
,109.4600;,-306.38;,8.37;,1332.48
,110.4410;,-302.53;,8.31;,1332.58
,111.4210;,-302.92;,8.22;,1332.76
,112.4020;,-300.52;,8.20;,1332.88
,113.3830;,-298.86;,8.29;,1333.03
,114.3630;,-301.74;,8.31;,1333.13
,115.3420;,-301.67;,8.41;,1333.23
,116.8680;,-306.25;,8.50;,1333.32
,117.8470;,-301.84;,8.58;,1333.38
,118.8270;,-302.76;,8.60;,1333.56
,119.8090;,-301.85;,8.62;,1333.31
,120.7890;,-298.09;,8.61;,1332.99
,121.7700;,-303.78;,8.57;,1332.7
,122.7480;,-303.93;,8.65;,1332.6
,124.0550;,-305.96;,8.78;,1332.33
,125.0350;,-302.23;,8.73;,1332.28
,126.0150;,-303.21;,8.63;,1332.34
,126.9970;,-304.91;,8.59;,1332.39
,127.9780;,-301.64;,8.54;,1332.22
,128.9560;,-304.47;,8.50;,1332.25
,129.9380;,-306.64;,8.54;,1332.36
,130.9180;,-302.33;,8.60;,1332.4
,131.8990;,-303.41;,8.66;,1332.37
,132.8770;,-301.33;,8.64;,1332.5
,133.8580;,-296.62;,8.60;,1332.48
,135.2740;,-298.07;,8.54;,1332.18
,136.2530;,-299.93;,8.58;,1331.92
,137.2330;,-300.49;,8.64;,1332.14
,138.3240;,-298.73;,8.66;,1332.41
,139.3050;,-299.85;,8.67;,1332.54
,140.2830;,-298.37;,8.61;,1332.62
,141.2650;,-293.97;,8.65;,1332.61
,142.3530;,-297.66;,8.62;,1332.55
,143.3320;,-295.06;,8.63;,1332.68
,144.3130;,-293.58;,8.64;,1333.18
,145.2930;,-296.68;,8.52;,1333.42
,146.3840;,-295.68;,8.64;,1333.27
,147.3620;,-296.09;,8.53;,1333.21
,148.3430;,-297.76;,8.55;,1332.84
,149.8670;,-300.43;,8.74;,1332.69
,150.8480;,-293.05;,8.76;,1333.04
,151.8280;,-295.52;,8.65;,1333.52
,152.8080;,-295.32;,8.62;,1333.51
,153.7880;,-293.48;,8.65;,1333.35
,154.7690;,-297.36;,8.62;,1332.96
,155.7490;,-299.08;,8.63;,1332.93
,156.7310;,-299.45;,8.68;,1333.13
,157.7110;,-301.78;,8.68;,1333.22
,158.6900;,-301.90;,8.74;,1333.04
,159.6700;,-298.61;,8.78;,1332.84
,161.1960;,-293.40;,8.76;,1333.01
,162.1750;,-299.13;,8.70;,1333
,163.1540;,-299.01;,8.72;,1332.95
,164.1370;,-298.08;,8.71;,1332.92
,165.1170;,-301.24;,8.69;,1332.83
,166.0960;,-298.36;,8.78;,1332.85
,167.0750;,-295.02;,8.77;,1332.74
,168.6030;,-291.44;,8.71;,1333.17
,169.5800;,-298.02;,8.69;,1333.21
,170.5630;,-296.53;,8.76;,1333.49
,171.7590;,-295.83;,8.75;,1333.37
,172.7410;,-298.27;,8.75;,1333.27
,173.7200;,-295.83;,8.82;,1333.5
,174.6990;,-297.11;,8.86;,1333.43
,175.6800;,-295.43;,8.86;,1333.47
,176.6600;,-292.64;,8.89;,1333.92
,177.6410;,-292.32;,8.92;,1334
,178.6200;,-290.21;,8.97;,1333.81
,179.6010;,-287.71;,9.07;,1333.88
,180.5810;,-289.99;,9.00;,1333.73
,181.5620;,-289.23;,9.08;,1334.18
,183.4130;,-292.47;,9.12;,1334.05
,184.3950;,-294.15;,9.23;,1333.93
,185.3750;,-290.30;,9.32;,1333.71
,186.5710;,-288.58;,9.30;,1333.83
,187.5520;,-290.73;,9.43;,1333.92
,188.5310;,-290.25;,9.48;,1333.74
,189.5120;,-290.48;,9.55;,1333.77
,190.6010;,-290.45;,9.55;,1333.49
,191.5810;,-288.98;,9.58;,1333.3
,192.5640;,-287.67;,9.55;,1333.4
,193.5420;,-283.74;,9.60;,1333.58
,194.5220;,-284.28;,9.49;,1333.56
,195.5040;,-285.95;,9.37;,1333.77
,196.4840;,-285.42;,9.29;,1333.4
,198.0070;,-290.18;,9.32;,1333.33
