Column1,TIME;,WEAR;,FF;,TEMP
,83.6500;,-315.41;,2.96;,1333.41
,84.6280;,-342.67;,2.96;,1334
,85.6090;,-350.71;,2.89;,1333.67
,86.6990;,-353.42;,2.90;,1333.53
,87.6800;,-343.54;,2.95;,1333.67
,88.6570;,-360.60;,2.93;,1333.64
,89.6380;,-348.01;,3.04;,1333.2
,90.7280;,-333.70;,3.06;,1333.29
,91.7070;,-357.51;,3.12;,1333.19
,92.6880;,-295.08;,3.22;,1333.56
,93.6680;,-349.82;,3.10;,1333.3
,94.8680;,-352.99;,3.06;,1333.17
,95.8470;,-342.18;,2.90;,1333.3
,96.8260;,-356.50;,2.84;,1333.17
,98.4610;,-344.70;,2.86;,1333.09
,99.4410;,-307.73;,2.91;,1333.29
,100.4230;,-351.63;,2.87;,1333.26
,102.2750;,-299.72;,2.88;,1333.39
,103.2530;,-334.19;,2.82;,1333.17
,104.2340;,-338.46;,2.75;,1333.16
,105.2150;,-357.01;,2.73;,1332.95
,106.1960;,-349.35;,2.88;,1332.9
,107.1760;,-349.82;,3.40;,1333.25
,108.1540;,-346.69;,4.00;,1333.26
,109.4610;,-310.77;,4.65;,1333.28
,110.4420;,-343.01;,4.66;,1333.67
,111.4220;,-317.11;,4.77;,1333.44
,112.4030;,-296.00;,4.50;,1333.26
,113.3840;,-304.45;,4.53;,1333.3
,114.3630;,-316.32;,4.89;,1333.21
,115.3430;,-338.29;,4.92;,1333.28
,116.4340;,-327.50;,5.06;,1333.38
,117.4140;,-322.51;,5.14;,1333.48
,118.3950;,-334.38;,5.33;,1333.89
,119.3750;,-282.65;,5.29;,1333.76
,120.6800;,-300.10;,5.36;,1333.77
,121.6600;,-326.27;,5.22;,1333.59
,122.6410;,-257.29;,5.53;,1333.59
,123.6210;,-324.38;,6.88;,1333.67
,124.7120;,-323.76;,7.26;,1333.64
,125.6910;,-317.31;,7.92;,1333.51
,126.6700;,-327.31;,8.52;,1333.59
,128.3040;,-272.04;,9.11;,1333.6
,129.2840;,-255.15;,10.13;,1333.6
,130.2670;,-310.55;,10.41;,1333.68
,131.8990;,-272.75;,10.80;,1333.69
,132.8790;,-295.02;,10.86;,1333.6
,133.8590;,-302.26;,3.29;,1333.47
,134.8390;,-318.13;,2.64;,1333.5
,135.8210;,-288.12;,3.25;,1333.31
,136.8000;,-327.17;,4.54;,1333.17
,137.7800;,-298.03;,4.58;,1333.21
,138.8690;,-309.50;,4.80;,1333.01
,139.8520;,-325.86;,5.45;,1333.01
,140.8300;,-322.75;,6.81;,1332.9
,141.8120;,-341.55;,7.47;,1333.1
,143.1170;,-323.88;,8.04;,1333.04
,144.0970;,-267.00;,8.34;,1332.93
,145.0770;,-320.60;,8.40;,1333.09
,146.0580;,-284.08;,8.49;,1332.66
,147.0380;,-301.73;,8.43;,1332.86
,148.0190;,-299.67;,8.17;,1332.85
,149.0000;,-304.97;,3.85;,1332.9
,150.5240;,-318.94;,4.90;,1333.18
,151.5040;,-326.01;,6.95;,1332.95
,152.4840;,-275.92;,7.64;,1332.97
,153.4660;,-319.85;,7.73;,1333.25
,154.4450;,-318.87;,7.72;,1333.26
,155.4250;,-297.13;,7.73;,1333.39
,156.4040;,-309.54;,7.69;,1333.53
,157.3870;,-305.77;,7.73;,1333.57
,158.3670;,-319.07;,7.67;,1333.56
,159.3460;,-309.89;,7.86;,1333.46
,160.3260;,-281.97;,7.81;,1333.59
,161.4150;,-308.47;,7.78;,1333.59
,162.3960;,-261.38;,7.74;,1333.61
,163.3750;,-314.67;,4.59;,1333.43
,164.3560;,-283.84;,4.26;,1333.28
,165.5560;,-305.62;,4.60;,1333.23
,166.5340;,-328.37;,5.24;,1333.01
,167.5140;,-312.40;,5.32;,1333.07
,168.4940;,-311.71;,4.70;,1332.71
,169.4770;,-327.53;,4.62;,1332.66
,170.4570;,-282.31;,4.45;,1332.86
,171.4360;,-337.10;,4.19;,1332.8
,172.9620;,-285.30;,4.16;,1332.85
,173.9410;,-322.06;,4.00;,1333.26
,174.9230;,-348.67;,3.60;,1333.1
,176.0120;,-334.78;,3.73;,1332.67
,176.9920;,-334.02;,3.58;,1332.86
,177.9710;,-348.34;,3.50;,1333.29
,178.9510;,-290.22;,3.99;,1333.4
,180.0400;,-339.84;,3.54;,1333.27
,181.0210;,-326.07;,3.44;,1333.36
,182.0010;,-340.92;,3.35;,1333.23
,182.9810;,-349.16;,3.40;,1332.95
,184.1810;,-353.67;,3.39;,1333
,185.1590;,-347.66;,3.43;,1333.36
,186.1400;,-345.68;,3.46;,1333.26
,187.2310;,-260.13;,3.46;,1333.13
,188.2110;,-316.72;,3.42;,1333.37
,189.1900;,-303.19;,3.42;,1333.12
,190.1710;,-345.04;,3.32;,1333.11
,191.2590;,-311.23;,3.32;,1333.42
,192.2380;,-325.00;,3.28;,1333.11
,193.2190;,-349.94;,3.19;,1332.79
,194.1990;,-333.70;,3.18;,1333.05
,195.1800;,-340.34;,3.11;,1333.17
,196.1600;,-342.95;,3.09;,1333.3
,197.1400;,-277.64;,3.08;,1333.28
,198.1200;,-341.75;,3.10;,1333.52
